File,Minor,Major,Total,Ownership,Bugs
SlowSynonymFilterFactory.java,45.0,1.0,46.0,0.625,0.0
NoOpResponseParser.java,45.0,1.0,46.0,1.0,0.0
GroupingSearch.java,46.0,0.0,46.0,0.4,3.0
TestBitVector.java,46.0,0.0,46.0,0.4,5.0
SimpleTextStoredFieldsReader.java,46.0,0.0,46.0,0.45833334,5.0
SimpleDrillSidewaysCollector.java,45.0,1.0,46.0,1.0,0.0
TestDemoFacets.java,45.0,1.0,46.0,0.5217391,2.0
ConnectionCostsWriter.java,45.0,1.0,46.0,0.5,0.0
RateLimitedIndexOutput.java,46.0,0.0,46.0,0.4,1.0
SampleFixer.java,46.0,0.0,46.0,0.4,1.0
CollectionAdminRequest.java,45.0,1.0,46.0,0.5714286,0.0
NestedPulsingPostingsFormat.java,46.0,0.0,46.0,0.45,2.0
ICUCollationDocValuesField.java,45.0,1.0,46.0,1.0,1.0
TestICUCollationKeyFilterFactory.java,45.0,1.0,46.0,0.8333333,0.0
TestBoolean2.java,45.0,1.0,46.0,0.53061223,6.0
TestSimilarity.java,45.0,1.0,46.0,0.5,7.0
TestMultipleIndexFields.java,45.0,1.0,46.0,0.875,3.0
TestSegmentingTokenizerBase.java,45.0,1.0,46.0,1.0,1.0
Report.java,45.0,1.0,46.0,0.8333333,0.0
Lucene41DocValuesConsumer.java,46.0,0.0,46.0,0.36363637,0.0
PreFlexRWFieldsWriter.java,46.0,0.0,46.0,0.42857143,1.0
SolrVelocityResourceLoader.java,46.0,0.0,46.0,0.45454547,0.0
LowercaseExpandedTermsAttributeImpl.java,45.0,1.0,46.0,0.6666667,0.0
TestMultiSearcherRanking.java,45.0,1.0,46.0,0.8181818,0.0
QueryRequest.java,46.0,0.0,46.0,0.33333334,0.0
FieldSelectorResult.java,46.0,0.0,46.0,0.375,0.0
TestFieldTypeCollectionResource.java,45.0,1.0,46.0,1.0,0.0
PrintStreamInfoStream.java,46.0,0.0,46.0,0.2857143,0.0
TestRomanianAnalyzer.java,45.0,1.0,46.0,0.72727275,5.0
Encoder.java,45.0,1.0,46.0,0.75,0.0
AnalyzingSuggesterTest.java,45.0,1.0,46.0,0.58064514,10.0
TopGroupsShardResponseProcessor.java,46.0,0.0,46.0,0.375,1.0
TestSameRequestAccumulation.java,45.0,1.0,46.0,0.75,1.0
Aggregator.java,45.0,1.0,46.0,0.54545456,0.0
NewAnalyzerTask.java,45.0,1.0,46.0,0.6666667,1.0
BinaryTokenStream.java,46.0,0.0,46.0,0.4,2.0
FacetExamples.java,46.0,0.0,46.0,0.33333334,3.0
CountingListBuilder.java,45.0,1.0,46.0,0.75,1.0
CompiledAutomaton.java,46.0,0.0,46.0,0.36363637,2.0
ParallelAtomicReader.java,46.0,0.0,46.0,0.39473686,5.0
GroupParams.java,46.0,0.0,46.0,0.4,0.0
SolrConstantScoreQuery.java,46.0,0.0,46.0,0.32,2.0
OpenReaderTask.java,45.0,1.0,46.0,0.7777778,0.0
EdgeNGramTokenizerTest.java,45.0,1.0,46.0,0.57894737,4.0
DocumentsWriterRAMAllocator.java,45.0,1.0,46.0,1.0,0.0
FuzzySuggester.java,45.0,1.0,46.0,0.73333335,1.0
SweetSpotSimilarity.java,45.0,1.0,46.0,0.5714286,2.0
PrefixAwareTokenFilter.java,45.0,1.0,46.0,0.72727275,2.0
TokenRangeSinkFilter.java,45.0,1.0,46.0,1.0,0.0
SpellCheckCollatorTest.java,46.0,0.0,46.0,0.26086956,0.0
ContentStreamBase.java,46.0,0.0,46.0,0.21052632,1.0
PrecedenceQueryParserTokenManager.java,45.0,1.0,46.0,0.71428573,0.0
StandardTokenizerImplOrig.java,45.0,1.0,46.0,0.5,1.0
SuggesterTSTTest.java,46.0,0.0,46.0,0.33333334,0.0
CachingDirectoryFactory.java,45.0,1.0,46.0,0.78571427,0.0
NamedList.java,46.0,0.0,46.0,0.25,0.0
StemmerOverrideFilterFactory.java,46.0,0.0,46.0,0.47368422,3.0
UniqueValuesIntEncoder.java,46.0,0.0,46.0,0.44444445,0.0
CloudSolrServerTest.java,45.0,1.0,46.0,0.6086956,0.0
DefaultPathPolicy.java,45.0,1.0,46.0,0.6,0.0
MultiIteratorsPerCLParamsTest.java,46.0,0.0,46.0,0.42857143,1.0
TestDocIdSet.java,46.0,0.0,46.0,0.41666666,7.0
TestMultiCLExample.java,46.0,0.0,46.0,0.45454547,1.0
TestSortedMapBackedCache.java,46.0,0.0,46.0,0.33333334,0.0
SegmentDocValues.java,45.0,1.0,46.0,0.6,1.0
RequestHandlersTest.java,46.0,0.0,46.0,0.22222222,0.0
HashFunction.java,46.0,0.0,46.0,0.4,0.0
TermsHashConsumer.java,46.0,0.0,46.0,0.26666668,0.0
HunspellStemmer.java,46.0,0.0,46.0,0.45454547,3.0
IndexSchemaFactory.java,45.0,1.0,46.0,1.0,0.0
MatchAllDocsQueryNode.java,45.0,1.0,46.0,0.5,0.0
IntsRef.java,46.0,0.0,46.0,0.4,4.0
LengthFilterTest.java,45.0,1.0,46.0,0.5714286,1.0
TestSortedSetSortFieldSelectors.java,45.0,1.0,46.0,0.75,1.0
Cache.java,46.0,0.0,46.0,0.33333334,0.0
CountingFacetsCollectorTest.java,45.0,1.0,46.0,0.6666667,0.0
DistribCursorPagingTest.java,45.0,1.0,46.0,0.6666667,1.0
EnhancementsIndexingParamsTest.java,45.0,1.0,46.0,1.0,0.0
PrefixCodedTermState.java,45.0,1.0,46.0,0.5,0.0
ThaiWordFilterFactory.java,45.0,1.0,46.0,0.5,5.0
TestRequestHandler.java,45.0,1.0,46.0,0.6666667,0.0
TestPerFieldPostingsFormat.java,46.0,0.0,46.0,0.42857143,5.0
BlockLocks.java,45.0,1.0,46.0,0.6666667,0.0
TestFilterIndexReader.java,46.0,0.0,46.0,0.375,2.0
AbstractTestCompressionMode.java,45.0,1.0,46.0,0.9166667,1.0
RangeEndpointCalculator.java,46.0,0.0,46.0,0.33333334,0.0
TestJdbcDataSource.java,46.0,0.0,46.0,0.46153846,0.0
Lucene40StoredFieldsWriter.java,46.0,0.0,46.0,0.3043478,6.0
MapReduceIndexerToolArgumentParserTest.java,45.0,1.0,46.0,0.5555556,0.0
Lucene3xSegmentInfoReader.java,45.0,1.0,46.0,0.9,0.0
PathValidation.java,44.0,2.0,46.0,0.5,0.0
SegmentMergeInfo.java,44.0,2.0,46.0,0.5,0.0
StrategyAware.java,45.0,1.0,46.0,1.0,0.0
DiskNormsFormat.java,45.0,1.0,46.0,0.6666667,1.0
UnsortedInputIterator.java,45.0,1.0,46.0,1.0,1.0
DoubleDocValuesField.java,45.0,1.0,46.0,0.61538464,1.0
DoubleBarrelLRUCache.java,46.0,0.0,46.0,0.35714287,0.0
ComposedQuery.java,45.0,1.0,46.0,0.6363636,1.0
ForkLastTokenFilter.java,45.0,1.0,46.0,1.0,0.0
EnhancementsDocumentBuilder.java,45.0,1.0,46.0,0.5,1.0
TestShingleMatrixFilter.java,45.0,1.0,46.0,0.75,0.0
MockRandomPostingsFormat.java,46.0,0.0,46.0,0.4117647,1.0
RunExecutableListener.java,46.0,0.0,46.0,0.33333334,0.0
BulkOperationPacked21.java,45.0,1.0,46.0,0.6,2.0
StatsComponent.java,46.0,0.0,46.0,0.13043478,0.0
DocValuesReaderBase.java,45.0,1.0,46.0,0.64705884,0.0
DeleteByQueryWrapper.java,45.0,1.0,46.0,1.0,0.0
AbstractFullDistribZkTestBase.java,45.0,1.0,46.0,0.62886596,0.0
HHMMSegmenter.java,45.0,1.0,46.0,0.85714287,0.0
ConfigSolr.java,46.0,0.0,46.0,0.3,0.0
SetOnce.java,46.0,0.0,46.0,0.33333334,2.0
TestHTMLStripCharFilterFactory.java,45.0,1.0,46.0,0.6666667,1.0
CategoryFloatAssociation.java,45.0,1.0,46.0,0.6666667,0.0
GroupQueryNode.java,45.0,1.0,46.0,0.54545456,0.0
TruncateFilter.java,45.0,1.0,46.0,0.5294118,0.0
IndexFileNameFilter.java,46.0,0.0,46.0,0.36363637,0.0
MockDirectoryFactory.java,45.0,1.0,46.0,0.5,3.0
EncodingSpeed.java,45.0,1.0,46.0,0.5,0.0
SimpleOrderedMap.java,46.0,0.0,46.0,0.2857143,0.0
Trie.java,45.0,1.0,46.0,1.0,1.0
BinaryDocValuesWriter.java,45.0,1.0,46.0,0.5882353,1.0
CollationKeyFilterFactory.java,46.0,0.0,46.0,0.4,0.0
DocValuesCodecInfo.java,45.0,1.0,46.0,1.0,0.0
MockIndexInput.java,46.0,0.0,46.0,0.46153846,0.0
PostingsBaseFormat.java,45.0,1.0,46.0,0.5,0.0
RangeFilterBuilder.java,45.0,1.0,46.0,0.5,0.0
HdfsFileWriter.java,45.0,1.0,46.0,0.75,0.0
FieldDocSortedHitQueue.java,45.0,1.0,46.0,0.5,1.0
BooleanFilter.java,46.0,0.0,46.0,0.33333334,1.0
TestTypeTokenFilterFactory.java,46.0,0.0,46.0,0.33333334,3.0
SolrProperties.java,45.0,1.0,46.0,0.5714286,0.0
TestMockCharFilter.java,45.0,1.0,46.0,0.5714286,1.0
LukeResponse.java,46.0,0.0,46.0,0.25,0.0
SolrCoreCheckLockOnStartupTest.java,46.0,0.0,46.0,0.2857143,5.0
DataImportHandler.java,46.0,0.0,46.0,0.125,0.0
TestBlockJoinSorting.java,46.0,0.0,46.0,0.33333334,3.0
Bits.java,46.0,0.0,46.0,0.25,0.0
ExternalFileFieldReloader.java,46.0,0.0,46.0,0.33333334,0.0
WholeBreakIterator.java,45.0,1.0,46.0,0.8,1.0
TestSingleTokenTokenFilter.java,45.0,1.0,46.0,0.875,0.0
ConfigSolrXmlBackCompat.java,45.0,1.0,46.0,0.75,0.0
NumericRangeFilterBuilderTestCase.java,44.0,2.0,46.0,0.5,0.0
InstantiatedIndex.java,46.0,0.0,46.0,0.42857143,1.0
TestTaxonomyFacetCounts.java,45.0,1.0,46.0,0.72727275,3.0
AppendingTermsReader.java,46.0,0.0,46.0,0.45454547,0.0
LogMergePolicy.java,46.0,0.0,46.0,0.4385965,6.0
MultiSpansWrapper.java,46.0,0.0,46.0,0.36842105,2.0
OversampleWithDepthTest.java,45.0,1.0,46.0,0.6875,1.0
ThreeLongs.java,45.0,1.0,46.0,0.5,0.0
LMJelinekMercerSimilarity.java,45.0,1.0,46.0,0.5,0.0
ValuesAttribute.java,45.0,1.0,46.0,1.0,0.0
StrDocValuesFieldSource.java,44.0,2.0,46.0,0.5,0.0
StoredFieldsShardResponseProcessor.java,44.0,2.0,46.0,0.5,0.0
DocumentBuilderTest.java,46.0,0.0,46.0,0.2631579,0.0
Lucene42TermVectorsFormat.java,44.0,2.0,46.0,0.5,0.0
SpellCheckMergeData.java,45.0,1.0,46.0,0.6666667,0.0
PivotFacetHelper.java,46.0,0.0,46.0,0.2,1.0
SyncSliceTest.java,45.0,1.0,46.0,0.88372093,0.0
TestGreekStemFilterFactory.java,45.0,1.0,46.0,0.8,1.0
Lucene3xFields.java,45.0,1.0,46.0,0.54545456,1.0
FieldFacetAccumulator.java,46.0,0.0,46.0,0.25,0.0
LowerCaseTokenizer.java,45.0,1.0,46.0,0.71428573,3.0
CollationField.java,46.0,0.0,46.0,0.36842105,6.0
EightFlagsIntDecoder.java,46.0,0.0,46.0,0.44444445,0.0
ComplexPhraseQueryParser.java,45.0,1.0,46.0,0.5,4.0
TestSlowFuzzyQuery2.java,46.0,0.0,46.0,0.4,4.0
BadComponentTest.java,44.0,2.0,46.0,0.5,0.0
ItalianLightStemFilter.java,45.0,1.0,46.0,0.5,0.0
FunctionAllGroupHeadsCollector.java,46.0,0.0,46.0,0.3125,0.0
TestScoredDocIdCollector.java,45.0,1.0,46.0,0.5,0.0
FSTPulsing41PostingsFormat.java,45.0,1.0,46.0,0.75,0.0
TestUniqueTermCount.java,46.0,0.0,46.0,0.42857143,7.0
TestQueryNode.java,46.0,0.0,46.0,0.44444445,2.0
DummySentimentAnnotator.java,46.0,0.0,46.0,0.33333334,0.0
AnalysisRequestHandlerBase.java,46.0,0.0,46.0,0.3529412,9.0
DocIdAugmenterFactory.java,45.0,1.0,46.0,0.71428573,0.0
HindiStemFilterFactory.java,45.0,1.0,46.0,0.5,1.0
ObjectBuilder.java,45.0,1.0,46.0,0.5,0.0
TikaLanguageIdentifierUpdateProcessorFactory.java,45.0,1.0,46.0,0.5,0.0
IndexInputInputStream.java,44.0,2.0,46.0,0.5,0.0
MockLockFactoryWrapper.java,46.0,0.0,46.0,0.33333334,1.0
SortedTermVectorMapper.java,45.0,1.0,46.0,0.5,0.0
SegmentInfoReader.java,45.0,1.0,46.0,0.5,0.0
TestDanishAnalyzer.java,45.0,1.0,46.0,0.72727275,5.0
ByteSequenceOutputs.java,45.0,1.0,46.0,0.6363636,0.0
RandomCodec.java,45.0,1.0,46.0,0.627907,3.0
AssertingDocValuesFormat.java,45.0,1.0,46.0,0.84615386,0.0
QueryParserTokenManager.java,46.0,0.0,46.0,0.46875,4.0
TestMergePolicyConfig.java,46.0,0.0,46.0,0.46153846,0.0
SimpleTextStoredFieldsFormat.java,46.0,0.0,46.0,0.41666666,0.0
DocInverterPerThread.java,46.0,0.0,46.0,0.4,0.0
SetKeywordMarkerFilter.java,45.0,1.0,46.0,1.0,0.0
TestNoMergePolicy.java,46.0,0.0,46.0,0.33333334,1.0
PortugueseLightStemFilterFactory.java,45.0,1.0,46.0,0.5,1.0
TestMemoryDocValuesFormat.java,44.0,2.0,46.0,0.5,0.0
TestToken.java,46.0,0.0,46.0,0.3809524,0.0
AbstractField.java,46.0,0.0,46.0,0.33333334,0.0
TestSentinelIntSet.java,46.0,0.0,46.0,0.2857143,1.0
DocumentsWriterFlushControl.java,45.0,1.0,46.0,0.5833333,10.0
DocValuesFormat.java,45.0,1.0,46.0,0.68421054,0.0
RegexpBoostProcessorFactory.java,44.0,2.0,46.0,0.5,0.0
TestLuceneTaxonomyReader.java,45.0,1.0,46.0,1.0,1.0
BulkOperationPacked34.java,45.0,1.0,46.0,0.5,1.0
TermVectorEntryFreqSortedComparator.java,45.0,1.0,46.0,0.75,0.0
Payload.java,46.0,0.0,46.0,0.44444445,0.0
RecyclingIntBlockAllocator.java,45.0,1.0,46.0,1.0,0.0
TestCodecs.java,46.0,0.0,46.0,0.40384614,11.0
TestGridMatchInfo.java,45.0,1.0,46.0,0.5833333,0.0
CSVPrinterTest.java,44.0,2.0,46.0,0.5,1.0
SortedDocValues.java,45.0,1.0,46.0,0.5151515,2.0
TestOmitTf.java,46.0,0.0,46.0,0.4,9.0
SpansQueryConfigHandler.java,46.0,0.0,46.0,0.375,0.0
BasicAEProviderTest.java,44.0,2.0,46.0,0.5,0.0
TestSearchMode.java,45.0,1.0,46.0,0.5,0.0
TestManagedSchema.java,46.0,0.0,46.0,0.3846154,1.0
BaseUIMATokenizer.java,46.0,0.0,46.0,0.4117647,1.0
TestSpanRegexQuery.java,45.0,1.0,46.0,0.62068963,4.0
DocTermsCreator.java,46.0,0.0,46.0,0.33333334,0.0
RemoveEmptyNonLeafQueryNodeProcessor.java,45.0,1.0,46.0,0.5714286,0.0
TermVectorComponentDistributedTest.java,45.0,1.0,46.0,0.6,0.0
StoredDocument.java,45.0,1.0,46.0,0.6666667,0.0
SegmentTermPositionVector.java,45.0,1.0,46.0,0.5,0.0
BulkOperationPacked14.java,45.0,1.0,46.0,0.6,2.0
Fragmenter.java,45.0,1.0,46.0,0.75,0.0
HyphenationCompoundWordTokenFilter.java,45.0,1.0,46.0,0.6666667,7.0
Lucene42FieldInfosFormat.java,45.0,1.0,46.0,0.6666667,2.0
ModifierQueryNode.java,45.0,1.0,46.0,0.5833333,0.0
EnhancementsPayloadIterator.java,45.0,1.0,46.0,0.5714286,0.0
TestXIncludeConfig.java,46.0,0.0,46.0,0.25,0.0
CompositeReader.java,45.0,1.0,46.0,0.5,2.0
ConcurrentMergeScheduler.java,46.0,0.0,46.0,0.4,7.0
TestDataConfig.java,46.0,0.0,46.0,0.25,0.0
RussianLightStemFilter.java,45.0,1.0,46.0,0.5,0.0
LevenshteinAutomata.java,46.0,0.0,46.0,0.36363637,0.0
MigrateRouteKeyTest.java,46.0,0.0,46.0,0.4,0.0
AnalyzingInfixSuggesterTest.java,46.0,0.0,46.0,0.4375,5.0
LongBitSet.java,45.0,1.0,46.0,1.0,0.0
NormsFormat.java,45.0,1.0,46.0,0.57894737,0.0
TestBrazilianStemmer.java,45.0,1.0,46.0,0.75,5.0
TestFrenchStemFilterFactory.java,45.0,1.0,46.0,0.75,0.0
DefaultFacetIndexingParams.java,46.0,0.0,46.0,0.42857143,0.0
QParser.java,46.0,0.0,46.0,0.2173913,0.0
ExtractingRequestHandler.java,46.0,0.0,46.0,0.33333334,0.0
ItalianLightStemmer.java,45.0,1.0,46.0,0.6,0.0
TestIndonesianStemmer.java,45.0,1.0,46.0,0.6363636,0.0
NorwegianAnalyzer.java,45.0,1.0,46.0,0.6111111,5.0
LockReleaseFailedException.java,46.0,0.0,46.0,0.2857143,2.0
RegexQuery.java,45.0,1.0,46.0,0.52380955,0.0
LikeThisQueryBuilder.java,45.0,1.0,46.0,0.5555556,3.0
AssertingDirectoryReader.java,44.0,2.0,46.0,0.5,0.0
DoubleValueFieldType.java,45.0,1.0,46.0,1.0,0.0
TestBasics.java,46.0,0.0,46.0,0.4528302,7.0
ReusableAnalyzerBase.java,45.0,1.0,46.0,0.54545456,1.0
JapaneseAnalyzer.java,45.0,1.0,46.0,0.5714286,3.0
SolrExampleJettyTest.java,46.0,0.0,46.0,0.29411766,0.0
TestJapaneseAnalyzer.java,46.0,0.0,46.0,0.33333334,6.0
FloatLatLng.java,44.0,2.0,46.0,0.5,0.0
TestIndexWriterLockRelease.java,46.0,0.0,46.0,0.33333334,4.0
TestBrazilianStemFilterFactory.java,45.0,1.0,46.0,0.72727275,1.0
CompoundFileReader.java,46.0,0.0,46.0,0.2777778,0.0
MultiLevelSkipListWriter.java,45.0,1.0,46.0,0.5,2.0
QueryCommand.java,46.0,0.0,46.0,0.4,0.0
JulInfo.java,46.0,0.0,46.0,0.33333334,0.0
MockSearchComponent.java,44.0,2.0,46.0,0.5,0.0
TermsWithScoreCollector.java,45.0,1.0,46.0,0.6,1.0
GroupDocsAndShards.java,45.0,1.0,46.0,1.0,0.0
FuzzyConfig.java,46.0,0.0,46.0,0.42857143,0.0
TestBlockPostingsFormat.java,45.0,1.0,46.0,0.85714287,0.0
TestDisjunctionMaxQuery.java,46.0,0.0,46.0,0.4642857,7.0
UnsafeByteArrayOutputStreamTest.java,45.0,1.0,46.0,0.5,0.0
AssertingCollector.java,44.0,2.0,46.0,0.5,0.0
TestRecursivePrefixTreeStrategy.java,45.0,1.0,46.0,0.8333333,9.0
TermScorer.java,45.0,1.0,46.0,0.5,6.0
RetryUtil.java,45.0,1.0,46.0,1.0,0.0
QueryEqualityTest.java,46.0,0.0,46.0,0.29411766,0.0
SearchTravTask.java,45.0,1.0,46.0,0.8333333,0.0
TestIndexWriterMerging.java,46.0,0.0,46.0,0.35714287,7.0
RAMOnlyPostingsFormat.java,46.0,0.0,46.0,0.3809524,7.0
SimpleTextUtil.java,46.0,0.0,46.0,0.4,3.0
PrintTaxonomyStats.java,45.0,1.0,46.0,0.6666667,0.0
TestEmptyTokenStream.java,45.0,1.0,46.0,0.625,3.0
StandardPostingsWriterImpl.java,46.0,0.0,46.0,0.33333334,0.0
BinaryResponseWriter.java,46.0,0.0,46.0,0.2,0.0
BytesDVWriter.java,45.0,1.0,46.0,0.72727275,0.0
OutputStreamIndexOutput.java,45.0,1.0,46.0,1.0,0.0
BinaryDocValuesFieldUpdates.java,45.0,1.0,46.0,1.0,1.0
Lucene40RWPostingsFormat.java,45.0,1.0,46.0,0.5,3.0
TrimFieldUpdateProcessorFactory.java,45.0,1.0,46.0,0.75,0.0
TestDistance.java,46.0,0.0,46.0,0.4347826,2.0
MRUnitBase.java,45.0,1.0,46.0,0.8,1.0
DirectSolrConnectionTest.java,46.0,0.0,46.0,0.4,0.0
TaxonomyIndexArrays.java,45.0,1.0,46.0,1.0,1.0
CursorMark.java,44.0,2.0,46.0,0.5,1.0
SegmentTermsEnumFrame.java,45.0,1.0,46.0,1.0,3.0
PulsingPostingsWriterImpl.java,45.0,1.0,46.0,0.5,0.0
KNearestNeighborClassifier.java,45.0,1.0,46.0,0.875,1.0
SegmentCoreReaders.java,46.0,0.0,46.0,0.39130434,5.0
TestSimpleDrillSideways.java,45.0,1.0,46.0,1.0,0.0
PluginInfoInitialized.java,46.0,0.0,46.0,0.25,0.0
TestCoreContainer.java,46.0,0.0,46.0,0.27027026,0.0
Test02Boolean.java,45.0,1.0,46.0,0.5,1.0
TestDemoExpressions.java,45.0,1.0,46.0,0.625,3.0
PreAnalyzedFieldTest.java,46.0,0.0,46.0,0.33333334,0.0
TestSpansAdvanced.java,45.0,1.0,46.0,0.5,5.0
TaxonomyWriter.java,45.0,1.0,46.0,0.5,0.0
SimpleQParserPlugin.java,46.0,0.0,46.0,0.375,0.0
WordlistLoader.java,45.0,1.0,46.0,0.71428573,4.0
CharBuffer.java,46.0,0.0,46.0,0.4,1.0
DelegatingCollector.java,45.0,1.0,46.0,0.5,0.0
WeightedTerm.java,45.0,1.0,46.0,0.6,0.0
UnescapedCharSequence.java,45.0,1.0,46.0,0.5555556,0.0
SolrSimilarity.java,44.0,2.0,46.0,0.5,0.0
VariableIntBlockIndexInput.java,46.0,0.0,46.0,0.36363637,2.0
TestFieldCacheSanityChecker.java,46.0,0.0,46.0,0.4848485,5.0
ReversePathHierarchyTokenizer.java,45.0,1.0,46.0,0.61538464,4.0
TestModifyConfFiles.java,45.0,1.0,46.0,0.8,0.0
Lucene3xSegmentInfoFormat.java,45.0,1.0,46.0,1.0,0.0
UnsortedTermFreqIteratorWrapper.java,45.0,1.0,46.0,0.5,0.0
StatsCollector.java,45.0,1.0,46.0,1.0,0.0
TokenFilterFactory.java,46.0,0.0,46.0,0.35714287,1.0
RegexpQueryNode.java,46.0,0.0,46.0,0.375,0.0
FieldFilterAtomicReader.java,45.0,1.0,46.0,0.5652174,2.0
CSVConfig.java,46.0,0.0,46.0,0.33333334,0.0
TestSetOnce.java,46.0,0.0,46.0,0.44444445,0.0
ClosableThread.java,45.0,1.0,46.0,1.0,0.0
PropertyWriter.java,46.0,0.0,46.0,0.33333334,0.0
IntsImpl.java,45.0,1.0,46.0,0.6923077,0.0
ListOfOutputs.java,45.0,1.0,46.0,0.6,0.0
TermDistinctValuesCollector.java,46.0,0.0,46.0,0.33333334,0.0
TestRussianStem.java,45.0,1.0,46.0,0.8333333,0.0
TFIDFSimilarity.java,45.0,1.0,46.0,0.58064514,3.0
BulkOperationPacked27.java,46.0,0.0,46.0,0.33333334,1.0
TestLazyProxSkipping.java,46.0,0.0,46.0,0.33333334,6.0
TestPHPSerializedResponseWriter.java,45.0,1.0,46.0,0.6666667,0.0
RAMDirectory.java,46.0,0.0,46.0,0.24,3.0
TestLineEntityProcessor.java,46.0,0.0,46.0,0.44444445,0.0
IndicNormalizer.java,45.0,1.0,46.0,0.7777778,0.0
HttpReplicatorTest.java,46.0,0.0,46.0,0.33333334,4.0
StrUtils.java,45.0,1.0,46.0,0.5,0.0
DocConsumer.java,46.0,0.0,46.0,0.35714287,0.0
DaciukMihovAutomatonBuilder.java,46.0,0.0,46.0,0.41666666,2.0
SolrExampleTests.java,46.0,0.0,46.0,0.21428572,2.0
Lucene42FieldInfosReader.java,45.0,1.0,46.0,0.8333333,4.0
TestSuggestSpellingConverter.java,46.0,0.0,46.0,0.33333334,3.0
MatchingDocsAsScoredDocIDs.java,45.0,1.0,46.0,0.6,1.0
QueryEqualsHashCodeTest.java,45.0,1.0,46.0,0.75,0.0
TrimSolrContentHandlerFactory.java,45.0,1.0,46.0,1.0,0.0
SearchTravRetVectorHighlightTask.java,45.0,1.0,46.0,0.5,0.0
BlockTreeTermsWriter.java,46.0,0.0,46.0,0.45833334,7.0
InMemorySorter.java,45.0,1.0,46.0,0.6666667,1.0
BulkOperation.java,45.0,1.0,46.0,0.6666667,1.0
AbstractSecondPassGroupingCollector.java,46.0,0.0,46.0,0.25,1.0
CharArrayMap.java,45.0,1.0,46.0,0.5,3.0
TestICUCollationKeyFilter.java,45.0,1.0,46.0,0.7692308,1.0
MemoryCodec.java,46.0,0.0,46.0,0.47826087,1.0
HighFreqTerms.java,46.0,0.0,46.0,0.33333334,3.0
CategoryAssociation.java,46.0,0.0,46.0,0.33333334,0.0
HunspellDictionaryTest.java,46.0,0.0,46.0,0.33333334,2.0
WaitForMergesTask.java,45.0,1.0,46.0,0.5,0.0
EntityAnnotation.java,46.0,0.0,46.0,0.33333334,0.0
QueryData.java,45.0,1.0,46.0,0.75,1.0
LookupFactory.java,46.0,0.0,46.0,0.25,0.0
SortedDocValuesWriter.java,45.0,1.0,46.0,0.5,0.0
AssociationFloatProperty.java,45.0,1.0,46.0,0.5,0.0
CategoryAttribute.java,45.0,1.0,46.0,0.6,0.0
PatternReplaceFilter.java,45.0,1.0,46.0,0.75,0.0
TestHunspell2StemFilter.java,45.0,1.0,46.0,1.0,2.0
AssociationPropertyTest.java,45.0,1.0,46.0,0.6,0.0
NumberFormatTransformer.java,46.0,0.0,46.0,0.375,0.0
TestCSVResponseWriter.java,46.0,0.0,46.0,0.25,0.0
QueryTreeBuilder.java,46.0,0.0,46.0,0.36363637,0.0
LangDetectLanguageIdentifierUpdateProcessor.java,45.0,1.0,46.0,0.6666667,0.0
PointType.java,46.0,0.0,46.0,0.17857143,2.0
TestSortedSetSortField.java,45.0,1.0,46.0,0.8,4.0
BulkOperationPacked17.java,45.0,1.0,46.0,0.6,2.0
TestInPlaceMergeSorter.java,44.0,2.0,46.0,0.5,0.0
SpansQueryTreeBuilder.java,45.0,1.0,46.0,0.5,0.0
AppendingTermsDictWriter.java,46.0,0.0,46.0,0.375,0.0
SimpleDrillSidewaysScorer.java,45.0,1.0,46.0,1.0,0.0
CoreAdminResponse.java,46.0,0.0,46.0,0.33333334,0.0
Direct8.java,46.0,0.0,46.0,0.29411766,2.0
AnalyzingQueryParser.java,45.0,1.0,46.0,0.52380955,7.0
JmxMonitoredMap.java,46.0,0.0,46.0,0.2,1.0
SimpleFloatFunction.java,46.0,0.0,46.0,0.3125,0.0
ReaderUtil.java,45.0,1.0,46.0,0.5151515,0.0
SimpleTextDocValuesConsumer.java,46.0,0.0,46.0,0.27272728,1.0
EnhancementsCategoryTokenizer.java,46.0,0.0,46.0,0.42857143,1.0
SignatureUpdateProcessorFactory.java,46.0,0.0,46.0,0.25,0.0
ByteUtils.java,46.0,0.0,46.0,0.44444445,0.0
AppendingPackedLongBuffer.java,45.0,1.0,46.0,1.0,0.0
DefaultEncoder.java,46.0,0.0,46.0,0.33333334,0.0
TestDoc.java,46.0,0.0,46.0,0.35789475,20.0
TestRTGBase.java,46.0,0.0,46.0,0.33333334,0.0
PayloadAttribute.java,46.0,0.0,46.0,0.33333334,0.0
AliasIntegrationTest.java,45.0,1.0,46.0,0.8181818,0.0
TestSegmentInfo.java,46.0,0.0,46.0,0.375,1.0
SearchComponent.java,46.0,0.0,46.0,0.22222222,0.0
TopOrdAndFloatQueue.java,45.0,1.0,46.0,0.8333333,0.0
DocumentDictionary.java,45.0,1.0,46.0,0.85714287,0.0
QueryResponseTest.java,46.0,0.0,46.0,0.2857143,0.0
NewShingleAnalyzerTask.java,45.0,1.0,46.0,0.5555556,0.0
Lucene41VarGapFixedInterval.java,45.0,1.0,46.0,1.0,0.0
TermToBytesRefAttribute.java,46.0,0.0,46.0,0.22222222,2.0
RandomAccessInput.java,45.0,1.0,46.0,1.0,0.0
PersianNormalizationFilter.java,45.0,1.0,46.0,0.85714287,0.0
